product_id,product_name,product_category,unit_price,current_stock_level
P02436,Stand Plus,Apparel,1420.14,235
P02437,Stay Lite,Beauty,2373.42,70
P02438,Player Max,Beauty,1639.12,177
P02439,Three Max,Home & Kitchen,4589.96,255
P02440,Suggest Pro,Apparel,83.84,404
P02441,Doctor Max,Home & Kitchen,1101.61,436
P02442,Town Edition,Apparel,2952.36,140
P02443,Expert Plus,Beauty,2388.58,344
P02444,Since Edition,Sports,2333.77,316
P02445,Forward Plus,Home & Kitchen,3833.98,63
P02446,Safe Plus,Beauty,4742.05,397
P02447,Public Pro,Sports,2328.74,112
P02448,Standard Pro,Books,3003.86,50
P02449,Wind Lite,Beauty,2876.3,287
P02450,Idea Max,Automotive,321.23,162
P02451,Market Edition,Sports,2300.54,484
P02452,One Pro,Automotive,882.23,291
P02453,Bed Edition,Sports,142.26,254
P02454,Happy Max,Books,2157.67,26
P02455,Begin Plus,Home & Kitchen,3875.18,376
P02456,Recognize Pro,Electronics,2360.16,250
P02457,Administration Plus,Home & Kitchen,2068.91,74
P02458,Cup Edition,Sports,4071.6,480
P02459,Matter Edition,Grocery,3039.19,248
P02460,Decade Lite,Automotive,3545.44,467
P02461,Particularly Plus,Sports,3197.09,500
P02462,Which Edition,Sports,1471.31,87
P02463,Week Lite,Grocery,3785.51,366
P02464,Improve Max,Electronics,3672.31,96
P02465,Offer Plus,Automotive,1337.58,245
P02466,Can Edition,Books,134.05,460
P02467,Game Max,Sports,1516.46,360
P02468,Yeah Plus,Beauty,4231.15,448
P02469,Ground Plus,Beauty,2756.07,500
P02470,Something Max,Beauty,4592.66,278
P02471,Adult Edition,Books,4845.35,485
P02472,Yourself Pro,Electronics,4032.68,168
P02473,Treat Plus,Sports,1752.53,347
P02474,After Edition,Sports,3041.77,65
P02475,Cell Pro,Automotive,807.34,265
P02476,Theory Edition,Home & Kitchen,3770.82,292
P02477,Loss Edition,Electronics,815.55,37
P02478,Position Plus,Sports,547.61,86
P02479,Although Edition,Automotive,3506.48,112
P02480,Attorney Pro,Home & Kitchen,3556.62,160
P02481,Hold Plus,Automotive,3484.02,211
P02482,Knowledge Pro,Sports,4861.6,141
P02483,Hand Plus,Grocery,1302.87,66
P02484,Drug Plus,Automotive,2401.46,56
P02485,Place Max,Automotive,3547.65,85
P02486,Beyond Pro,Home & Kitchen,2904.28,409
P02487,Thus Pro,Books,1619.77,316
P02488,Reveal Plus,Home & Kitchen,2905.18,156
P02489,Space Pro,Grocery,1524.45,374
P02490,Arrive Plus,Sports,2719.49,443
P02491,Tax Max,Automotive,4653.86,244
P02492,Your Max,Books,4825.0,189
P02493,List Edition,Automotive,4402.66,41
P02494,Image Pro,Sports,1275.1,429
P02495,Fund Lite,Electronics,3703.0,458
P02496,Mother Pro,Sports,4321.95,37
P02497,Open Pro,Grocery,471.09,140
P02498,Short Plus,Apparel,3098.64,49
P02499,Name Lite,Electronics,2334.15,113
P02500,Design Edition,Automotive,583.96,500
P02501,One Lite,Electronics,3660.99,309
P02502,Reality Edition,Electronics,214.28,184
P02503,Such Edition,Sports,2631.42,167
P02504,See Pro,Beauty,3217.44,115
P02505,Goal Edition,Sports,3027.1,489
P02506,Time Pro,Grocery,4698.04,171
P02507,Degree Pro,Sports,1451.03,309
P02508,Message Pro,Sports,3153.12,40
P02509,Ball Lite,Grocery,1557.59,10
P02510,Against Pro,Automotive,690.37,208
P02511,Easy Lite,Grocery,4518.31,321
P02512,Feel Max,Electronics,2724.57,179
P02513,Sort Pro,Books,2858.57,94
P02514,Up Pro,Automotive,910.58,207
P02515,Remain Edition,Sports,3581.24,226
P02516,Pay Pro,Home & Kitchen,594.5,419
P02517,Carry Lite,Beauty,959.61,482
P02518,Reduce Lite,Grocery,2404.85,194
P02519,Foreign Max,Books,2031.16,273
P02520,Good Edition,Grocery,4771.52,5
P02521,Edge Edition,Sports,2751.41,21
P02522,Keep Plus,Electronics,4033.95,184
P02523,Young Lite,Sports,228.12,273
P02524,Boy Pro,Home & Kitchen,1104.25,232
P02525,Deep Lite,Apparel,4401.98,349
P02526,Plant Edition,Beauty,4890.81,54
P02527,Relationship Edition,Books,1666.94,358
P02528,According Pro,Books,4204.05,123
P02529,Behavior Edition,Apparel,4588.51,281
P02530,Involve Lite,Home & Kitchen,610.71,427
P02531,Walk Plus,Automotive,2788.03,430
P02532,At Max,Books,4340.36,373
P02533,Recent Max,Grocery,1310.93,480
P02534,Outside Max,Automotive,1205.97,241
P02535,Bar Edition,Grocery,4476.35,442
P02536,Together Plus,Beauty,2991.75,252
P02537,My Max,Apparel,4420.58,476
P02538,Rise Lite,Electronics,4803.92,469
P02539,However Plus,Electronics,379.99,125
P02540,Interview Lite,Beauty,4825.35,117
P02541,Increase Plus,Books,587.92,54
P02542,Guy Lite,Home & Kitchen,4144.88,389
P02543,Doctor Pro,Grocery,4911.31,332
P02544,Various Plus,Grocery,3664.59,143
P02545,Son Pro,Sports,1028.93,227
P02546,Able Max,Electronics,2499.75,424
P02547,World Lite,Electronics,2044.59,408
P02548,For Lite,Automotive,4848.56,324
P02549,Contain Edition,Electronics,1527.27,207
P02550,Cold Edition,Beauty,1812.55,417
P02551,Gas Lite,Automotive,2796.99,478
P02552,Kind Pro,Books,4706.26,137
P02553,Middle Max,Grocery,2548.96,20
P02554,Rather Plus,Home & Kitchen,324.26,85
P02555,Imagine Pro,Sports,3796.3,401
P02556,Design Edition,Apparel,405.46,275
P02557,Exactly Plus,Apparel,2585.34,220
P02558,Beat Edition,Books,4598.01,193
P02559,Yet Plus,Automotive,773.75,175
P02560,Somebody Plus,Apparel,2762.24,207
P02561,Discover Pro,Automotive,4527.06,72
P02562,Scientist Plus,Grocery,3425.57,400
P02563,Scene Pro,Electronics,752.56,98
P02564,Billion Pro,Electronics,4101.79,122
P02565,Tax Lite,Grocery,4613.26,324
P02566,Stuff Edition,Beauty,2657.97,121
P02567,Happy Max,Sports,4997.36,376
P02568,Pick Lite,Apparel,3377.76,211
P02569,Pressure Pro,Grocery,3704.32,424
P02570,Such Edition,Electronics,449.67,38
P02571,Become Lite,Sports,2698.79,145
P02572,New Max,Books,1293.74,268
P02573,Building Plus,Home & Kitchen,202.79,362
P02574,Trouble Plus,Electronics,2311.71,346
P02575,Agency Lite,Grocery,2369.95,260
P02576,Blue Lite,Grocery,3918.0,276
P02577,Leader Pro,Electronics,1804.5,159
P02578,Task Max,Beauty,212.37,483
P02579,Nor Plus,Electronics,650.08,185
P02580,Best Plus,Electronics,3180.14,500
P02581,Finally Max,Sports,2726.18,362
P02582,Onto Lite,Beauty,3495.32,93
P02583,Institution Edition,Grocery,719.12,342
P02584,Major Pro,Sports,2111.87,75
P02585,Religious Pro,Automotive,2739.2,211
P02586,Project Plus,Home & Kitchen,2869.07,128
P02587,Discussion Plus,Books,4136.51,80
P02588,Our Edition,Sports,872.23,158
P02589,Response Pro,Grocery,1587.81,322
P02590,Fire Lite,Beauty,2284.63,250
P02591,Cell Edition,Sports,4252.1,114
P02592,Thing Max,Electronics,3673.11,10
P02593,Consumer Max,Apparel,4829.59,336
P02594,Save Pro,Grocery,1426.54,225
P02595,Firm Pro,Grocery,2657.81,116
P02596,Until Lite,Beauty,2062.14,255
P02597,Her Plus,Sports,3496.72,404
P02598,Baby Max,Grocery,390.99,262
P02599,Meet Max,Grocery,4643.72,236
P02600,Huge Max,Grocery,156.16,317
P02601,Serious Pro,Grocery,1653.71,345
P02602,Drive Plus,Home & Kitchen,1693.65,122
P02603,Cost Max,Beauty,2982.06,7
P02604,Remain Pro,Automotive,2714.88,270
P02605,Whatever Lite,Grocery,3634.8,246
P02606,Pull Edition,Home & Kitchen,2783.51,246
P02607,Pm Lite,Electronics,1736.08,16
P02608,Memory Lite,Beauty,4756.54,418
P02609,Alone Edition,Automotive,2080.19,381
P02610,Mission Max,Automotive,659.82,96
P02611,Throughout Edition,Home & Kitchen,439.26,233
P02612,Pass Pro,Home & Kitchen,2012.86,324
P02613,Article Lite,Books,2581.89,167
P02614,Maintain Plus,Electronics,1274.53,413
P02615,Star Max,Beauty,4042.22,317
P02616,Nature Pro,Home & Kitchen,4080.0,342
P02617,Government Lite,Home & Kitchen,3401.62,88
P02618,Throughout Pro,Automotive,1889.83,327
P02619,About Max,Sports,1075.22,218
P02620,Expect Max,Books,671.06,53
P02621,Treat Max,Apparel,2509.44,158
P02622,Agree Plus,Grocery,4366.14,136
P02623,Left Lite,Grocery,610.75,99
P02624,Teacher Max,Apparel,1012.43,166
P02625,Particularly Plus,Apparel,4964.32,57
P02626,Name Max,Apparel,179.28,370
P02627,Again Edition,Apparel,4341.27,239
P02628,During Lite,Apparel,1905.63,124
P02629,Eight Plus,Beauty,953.35,314
P02630,Today Edition,Grocery,3901.32,351
P02631,Design Max,Electronics,683.03,497
P02632,Start Lite,Books,4575.33,467
P02633,Other Pro,Beauty,4986.35,323
P02634,Heavy Pro,Beauty,2644.07,232
P02635,Human Edition,Beauty,1632.14,473
P02636,Bill Plus,Grocery,349.09,145
P02637,Shoulder Max,Books,3398.21,460
P02638,Effort Plus,Electronics,2710.71,392
P02639,Painting Edition,Electronics,4531.99,409
P02640,Program Plus,Home & Kitchen,3245.88,89
P02641,Marriage Plus,Books,706.47,242
P02642,Type Max,Sports,4527.24,260
P02643,Help Max,Home & Kitchen,2817.88,341
P02644,Suddenly Pro,Electronics,2396.14,462
P02645,Family Edition,Grocery,4010.56,151
P02646,Respond Edition,Home & Kitchen,623.39,56
P02647,Last Edition,Automotive,284.49,293
P02648,Government Edition,Beauty,4501.02,268
P02649,Option Edition,Beauty,70.21,86
P02650,Significant Max,Grocery,1830.68,109
P02651,Answer Plus,Beauty,395.4,359
P02652,Our Lite,Electronics,2213.8,57
P02653,Require Pro,Books,3032.27,187
P02654,Easy Pro,Apparel,2542.94,324
P02655,That Max,Automotive,4584.36,495
P02656,Tax Plus,Apparel,3779.84,58
P02657,Yes Lite,Books,4105.18,475
P02658,Probably Pro,Home & Kitchen,2646.68,221
P02659,Early Pro,Sports,3901.01,392
P02660,Present Plus,Sports,262.31,221
P02661,Two Pro,Beauty,3054.59,104
P02662,Then Plus,Home & Kitchen,4752.63,465
P02663,To Edition,Sports,1240.08,406
P02664,These Edition,Automotive,1804.85,392
P02665,Man Edition,Electronics,2265.92,260
P02666,Receive Plus,Apparel,4973.16,442
P02667,Manager Plus,Books,2191.99,198
P02668,Media Pro,Apparel,3055.51,487
P02669,Until Max,Sports,463.63,134
P02670,Enjoy Edition,Beauty,1798.77,314
P02671,Off Edition,Apparel,3204.46,161
P02672,Capital Edition,Electronics,1960.47,64
P02673,Safe Plus,Beauty,3562.42,403
P02674,Model Pro,Grocery,3531.39,61
P02675,Especially Lite,Sports,4427.27,407
P02676,Without Lite,Books,3461.33,140
P02677,Realize Pro,Home & Kitchen,2395.05,83
P02678,Subject Lite,Automotive,159.78,182
P02679,Ball Pro,Sports,3382.45,208
P02680,Western Plus,Sports,3674.13,15
P02681,Seek Pro,Electronics,3330.38,449
P02682,Bag Edition,Automotive,4258.65,164
P02683,They Max,Beauty,3306.49,232
P02684,Enter Lite,Beauty,309.65,126
P02685,Box Pro,Home & Kitchen,4136.42,68
P02686,Language Lite,Beauty,824.64,64
P02687,News Lite,Apparel,4317.95,273
P02688,Against Pro,Electronics,3213.03,394
P02689,Their Plus,Books,3444.54,47
P02690,Force Edition,Sports,3235.45,207
P02691,Skill Pro,Beauty,4217.16,53
P02692,Consumer Lite,Automotive,1828.36,413
P02693,Current Lite,Sports,4722.44,238
P02694,Result Max,Automotive,1482.78,394
P02695,Pick Lite,Electronics,952.88,400
P02696,Million Lite,Beauty,2233.39,174
P02697,Pattern Edition,Grocery,3944.57,29
P02698,True Edition,Home & Kitchen,3366.53,63
P02699,Money Edition,Books,2926.94,0
P02700,Under Max,Apparel,2556.97,205
P02701,Mind Pro,Automotive,3660.88,202
P02702,Thus Max,Beauty,369.32,113
P02703,Attorney Lite,Books,3855.59,86
P02704,Growth Max,Beauty,1897.78,237
P02705,Side Pro,Beauty,4627.84,356
P02706,Image Lite,Home & Kitchen,4942.48,69
P02707,President Plus,Electronics,157.0,372
P02708,Us Plus,Apparel,460.77,433
P02709,Purpose Lite,Sports,2400.63,434
P02710,Civil Lite,Automotive,1211.55,90
P02711,International Max,Beauty,2359.95,242
P02712,Late Max,Grocery,2169.84,353
P02713,West Lite,Sports,3607.28,294
P02714,Benefit Plus,Electronics,1348.84,185
P02715,Add Plus,Books,3184.32,212
P02716,Friend Lite,Automotive,393.32,498
P02717,Mouth Edition,Automotive,811.64,329
P02718,Eight Pro,Sports,4179.1,17
P02719,High Plus,Beauty,2354.86,345
P02720,Nice Edition,Automotive,864.44,426
P02721,Crime Pro,Sports,4958.27,438
P02722,Keep Lite,Beauty,3903.59,144
P02723,Follow Edition,Electronics,3328.67,293
P02724,Tough Edition,Electronics,3444.87,390
P02725,Walk Max,Apparel,3148.25,157
P02726,Especially Max,Books,1207.65,153
P02727,Order Plus,Beauty,4086.7,188
P02728,Up Max,Beauty,4033.36,216
P02729,Door Lite,Automotive,3442.43,462
P02730,Hold Pro,Home & Kitchen,1828.94,31
P02731,Morning Max,Apparel,3257.28,104
P02732,Mind Plus,Books,1510.08,209
P02733,Family Pro,Beauty,2599.58,500
P02734,Series Plus,Electronics,1592.07,291
P02735,Sister Plus,Automotive,4505.59,382
P02736,Hair Pro,Automotive,1708.71,298
P02737,Improve Max,Electronics,248.94,96
P02738,Reason Pro,Beauty,1882.99,61
P02739,Difference Plus,Apparel,1496.82,338
P02740,Company Plus,Grocery,4361.97,217
P02741,War Plus,Beauty,3989.86,221
P02742,Mr Plus,Automotive,691.6,311
P02743,Defense Plus,Automotive,4373.08,422
P02744,White Edition,Electronics,2711.28,203
P02745,Admit Plus,Books,4046.02,302
P02746,Represent Edition,Apparel,175.81,242
P02747,Rock Plus,Home & Kitchen,496.08,310
P02748,Mr Edition,Sports,973.38,462
P02749,Maybe Max,Apparel,139.67,14
P02750,If Edition,Sports,2337.6,295
P02751,President Lite,Apparel,2583.01,199
P02752,Consumer Edition,Beauty,68.25,84
P02753,Increase Plus,Grocery,4738.7,337
P02754,Truth Pro,Apparel,788.16,306
P02755,Example Edition,Electronics,197.54,415
P02756,Security Lite,Beauty,1388.59,138
P02757,Talk Edition,Home & Kitchen,2974.19,323
P02758,Forward Lite,Grocery,3598.34,31
P02759,She Pro,Home & Kitchen,2456.97,159
P02760,Reveal Lite,Books,1647.18,403
P02761,Number Plus,Electronics,1633.59,481
P02762,Federal Edition,Beauty,3846.16,18
P02763,Analysis Plus,Beauty,977.21,359
P02764,Physical Plus,Sports,1467.41,234
P02765,It Pro,Electronics,2203.0,283
P02766,Raise Lite,Apparel,1296.04,338
P02767,Ever Edition,Grocery,1864.4,456
P02768,Significant Plus,Automotive,316.32,105
P02769,Speech Lite,Grocery,1160.43,169
P02770,Morning Max,Automotive,4629.96,30
P02771,Agent Max,Sports,1023.83,278
P02772,Drug Pro,Grocery,556.65,358
P02773,Leg Lite,Sports,3642.84,135
P02774,Order Lite,Automotive,2799.58,98
P02775,Prepare Pro,Apparel,1294.45,166
P02776,Push Pro,Home & Kitchen,567.37,74
P02777,Question Plus,Electronics,1166.0,62
P02778,Total Edition,Books,3905.55,119
P02779,Strategy Max,Books,134.38,139
P02780,Foot Plus,Sports,488.66,236
P02781,Reach Edition,Beauty,2708.32,139
P02782,Party Lite,Electronics,2309.64,356
P02783,Experience Edition,Grocery,4723.49,85
P02784,Tv Pro,Beauty,1011.85,316
P02785,Across Pro,Books,4957.99,213
P02786,Raise Plus,Automotive,1687.39,472
P02787,Huge Pro,Beauty,962.92,465
P02788,Share Lite,Beauty,3625.41,168
P02789,Seem Pro,Home & Kitchen,4076.62,101
P02790,Key Edition,Books,480.33,31
P02791,Road Plus,Home & Kitchen,3124.86,168
P02792,Beyond Plus,Beauty,1131.17,380
P02793,Approach Pro,Grocery,673.83,426
P02794,Suddenly Max,Beauty,2351.01,347
P02795,Already Edition,Books,2188.92,410
P02796,Feeling Pro,Beauty,2919.41,203
P02797,Security Plus,Electronics,579.9,390
P02798,Follow Plus,Beauty,3764.07,41
P02799,Spend Plus,Sports,1777.5,319
P02800,Program Pro,Beauty,1417.62,340
P02801,Positive Edition,Electronics,264.26,211
P02802,Those Lite,Electronics,4961.68,492
P02803,Listen Plus,Apparel,1895.41,210
P02804,Thought Edition,Automotive,3929.62,237
P02805,Hot Pro,Beauty,993.56,362
P02806,Republican Plus,Grocery,4587.89,131
P02807,Sit Pro,Sports,590.98,319
P02808,Prepare Edition,Apparel,3457.39,472
P02809,Perhaps Pro,Grocery,856.15,37
P02810,Maybe Plus,Electronics,4967.8,440
P02811,Accept Max,Beauty,4671.91,266
P02812,Whole Max,Electronics,3373.99,440
P02813,Give Plus,Beauty,3014.28,349
P02814,I Max,Electronics,468.66,441
P02815,Draw Max,Grocery,2612.84,122
P02816,Else Pro,Sports,1429.26,422
P02817,Somebody Max,Sports,326.55,320
P02818,Today Pro,Apparel,3343.91,487
P02819,High Lite,Beauty,1994.23,320
P02820,Alone Max,Apparel,165.21,299
P02821,Available Pro,Beauty,398.12,428
P02822,Lead Lite,Apparel,2126.9,248
P02823,Day Lite,Electronics,1513.3,249
P02824,Many Pro,Beauty,1292.17,132
P02825,Always Pro,Automotive,362.6,64
P02826,School Edition,Apparel,3153.91,349
P02827,Difference Edition,Grocery,2527.32,404
P02828,Baby Pro,Books,2278.89,462
P02829,Remain Plus,Grocery,4424.4,169
P02830,Name Edition,Automotive,3003.4,306
P02831,Science Pro,Automotive,1720.28,244
P02832,Action Plus,Grocery,1013.24,233
P02833,Full Max,Automotive,598.45,451
P02834,Card Plus,Beauty,1783.07,456
P02835,Despite Max,Automotive,1736.09,307
P02836,Agree Lite,Books,838.32,312
P02837,Family Max,Books,2751.08,249
P02838,Gas Pro,Beauty,3814.06,194
P02839,Popular Lite,Home & Kitchen,3034.66,81
P02840,Down Edition,Electronics,2870.67,493
P02841,Since Edition,Home & Kitchen,3897.47,139
P02842,Few Lite,Automotive,4748.58,479
P02843,Across Edition,Beauty,4549.97,497
P02844,Sometimes Pro,Home & Kitchen,4192.85,57
P02845,Reflect Max,Sports,1284.93,494
P02846,Possible Edition,Electronics,3425.43,460
P02847,Worker Edition,Automotive,702.09,119
P02848,Degree Edition,Automotive,4810.95,338
P02849,Economic Plus,Sports,4807.27,466
P02850,Far Lite,Home & Kitchen,3928.73,405
P02851,Civil Max,Books,3048.64,0
P02852,Simply Plus,Home & Kitchen,4419.74,205
P02853,Reality Pro,Sports,2985.07,95
P02854,Produce Pro,Beauty,4107.36,97
P02855,Sure Pro,Apparel,4498.35,23
P02856,Return Plus,Grocery,779.85,44
P02857,Land Plus,Automotive,1900.31,26
P02858,Either Pro,Automotive,1609.06,348
P02859,But Pro,Home & Kitchen,4865.55,361
P02860,Glass Edition,Apparel,169.56,314
P02861,Everybody Lite,Sports,1952.9,401
P02862,Lawyer Edition,Electronics,3517.77,268
P02863,Answer Plus,Home & Kitchen,2340.29,385
P02864,Care Pro,Sports,1580.48,195
P02865,Stop Edition,Beauty,4821.72,88
P02866,Whose Lite,Sports,874.38,127
P02867,Laugh Pro,Sports,635.23,153
P02868,Before Plus,Electronics,654.86,440
P02869,Upon Plus,Automotive,4111.65,213
P02870,Especially Edition,Apparel,1497.42,462
P02871,Actually Lite,Books,3736.24,228
P02872,Wall Lite,Beauty,4715.03,305
P02873,Around Max,Books,4714.38,321
P02874,Develop Edition,Grocery,3271.66,364
P02875,Former Max,Sports,620.31,99
P02876,Successful Lite,Books,974.78,258
P02877,Use Max,Books,1531.41,450
P02878,World Plus,Electronics,3958.54,141
P02879,Itself Max,Books,2484.34,329
P02880,Himself Lite,Grocery,2759.45,2
P02881,Live Edition,Apparel,2144.19,308
P02882,Set Lite,Books,2706.35,24
P02883,President Lite,Beauty,819.19,65
P02884,Condition Lite,Sports,2386.92,383
P02885,Short Max,Grocery,243.79,475
P02886,Style Pro,Automotive,3819.91,487
P02887,Military Lite,Automotive,379.58,301
P02888,Attention Edition,Home & Kitchen,4335.82,134
P02889,Until Plus,Home & Kitchen,3698.19,45
P02890,Certain Edition,Automotive,4019.37,71
P02891,Tough Pro,Apparel,3608.44,335
P02892,Fish Lite,Books,483.78,277
P02893,Myself Plus,Electronics,421.7,290
P02894,Name Pro,Automotive,1491.54,61
P02895,Agent Plus,Sports,4428.87,247
P02896,Anything Edition,Apparel,160.82,500
P02897,Food Plus,Apparel,1531.19,423
P02898,Us Lite,Electronics,3021.41,299
P02899,Rule Max,Home & Kitchen,1272.89,202
P02900,Material Plus,Grocery,2491.02,393
P02901,Stock Max,Sports,1886.77,474
P02902,Movement Plus,Home & Kitchen,3674.95,321
P02903,Report Plus,Home & Kitchen,4192.74,4
P02904,That Max,Apparel,4503.03,183
P02905,Candidate Lite,Grocery,1289.75,436
P02906,Arm Edition,Electronics,1829.65,380
P02907,Five Plus,Electronics,3457.6,403
P02908,Property Pro,Apparel,711.2,418
P02909,Professional Pro,Home & Kitchen,4656.44,434
P02910,Responsibility Plus,Automotive,1768.42,410
P02911,Team Plus,Beauty,4733.37,425
P02912,Old Plus,Sports,3334.42,61
P02913,Campaign Edition,Sports,3633.78,30
P02914,Try Lite,Beauty,4728.86,101
P02915,Process Pro,Electronics,324.02,460
P02916,Senior Lite,Home & Kitchen,426.41,388
P02917,Car Edition,Sports,3626.73,175
P02918,Message Pro,Sports,2852.87,286
P02919,Child Edition,Home & Kitchen,3152.15,206
P02920,Rate Edition,Beauty,2924.56,6
P02921,Such Lite,Apparel,161.1,59
P02922,Choose Pro,Automotive,4867.09,390
P02923,These Max,Home & Kitchen,3353.62,404
P02924,Child Plus,Apparel,2637.36,202
P02925,Better Plus,Apparel,3320.26,39
P02926,So Lite,Books,3349.75,423
P02927,Nearly Lite,Beauty,3583.09,409
P02928,Again Plus,Automotive,711.1,163
P02929,Travel Edition,Beauty,2862.49,251
P02930,Owner Pro,Electronics,2063.22,426
P02931,People Lite,Home & Kitchen,4167.86,407
P02932,Evening Max,Apparel,2794.7,382
P02933,Left Lite,Beauty,4743.46,421
P02934,Some Pro,Books,2592.27,272
P02935,Particularly Plus,Books,2856.71,440
P02936,Ahead Plus,Grocery,1302.82,107
P02937,Itself Lite,Sports,365.28,497
P02938,Pm Pro,Books,1714.7,354
P02939,Onto Pro,Sports,4772.28,412
P02940,Under Edition,Automotive,751.81,74
P02941,Nor Lite,Apparel,2137.03,319
P02942,Else Edition,Electronics,1007.84,478
P02943,Choose Edition,Apparel,2928.5,56
P02944,Together Pro,Home & Kitchen,252.25,54
P02945,Organization Edition,Books,772.34,404
P02946,High Edition,Home & Kitchen,2461.38,58
P02947,Teach Lite,Beauty,419.57,323
P02948,Significant Lite,Grocery,3257.31,209
P02949,Over Lite,Sports,2627.07,370
P02950,Fact Lite,Sports,4988.65,282
P02951,Inside Plus,Grocery,3866.68,55
P02952,Care Lite,Home & Kitchen,4657.82,407
P02953,Wide Max,Home & Kitchen,1786.76,320
P02954,Positive Max,Sports,3693.45,243
P02955,Street Max,Automotive,2655.94,330
P02956,Item Plus,Apparel,284.08,104
P02957,Will Edition,Apparel,2631.4,362
P02958,Back Edition,Electronics,4734.59,42
P02959,Gas Max,Automotive,891.3,13
P02960,Camera Pro,Electronics,1853.85,15
P02961,Project Lite,Sports,516.6,378
P02962,Its Max,Beauty,610.53,11
P02963,Seven Pro,Grocery,4661.71,4
P02964,Thank Pro,Automotive,596.14,283
P02965,Write Lite,Home & Kitchen,1040.52,291
P02966,Form Max,Grocery,2225.24,203
P02967,Natural Pro,Home & Kitchen,2021.51,436
P02968,List Plus,Books,1570.22,338
P02969,Mention Plus,Sports,4703.33,380
P02970,Significant Plus,Home & Kitchen,672.41,8
P02971,Follow Lite,Sports,4865.98,465
P02972,Movie Plus,Apparel,3823.58,35
P02973,Move Lite,Automotive,440.06,4
P02974,Subject Max,Books,2408.72,157
P02975,Book Edition,Electronics,3943.19,254
P02976,Can Lite,Home & Kitchen,119.56,101
P02977,Suddenly Edition,Automotive,4485.59,11
P02978,Administration Edition,Grocery,4436.91,224
P02979,Use Lite,Books,1348.3,54
P02980,Nature Edition,Apparel,1358.81,464
P02981,Easy Max,Home & Kitchen,2180.69,346
P02982,Production Plus,Home & Kitchen,4269.42,335
P02983,National Edition,Grocery,279.48,330
P02984,Pass Lite,Sports,1503.76,385
P02985,Admit Pro,Apparel,3090.17,145
P02986,Necessary Pro,Automotive,4696.68,487
P02987,Those Lite,Apparel,3383.02,432
P02988,Local Plus,Sports,875.62,332
P02989,Center Lite,Books,2392.37,72
P02990,Available Max,Home & Kitchen,1845.41,303
P02991,Sister Plus,Sports,396.18,198
P02992,Range Max,Apparel,2297.52,259
P02993,Trip Edition,Home & Kitchen,3250.8,214
P02994,May Plus,Sports,726.6,34
P02995,Rich Lite,Beauty,1708.3,414
P02996,Government Max,Sports,1996.55,86
P02997,Wonder Pro,Automotive,2575.44,458
P02998,Kind Lite,Grocery,2984.54,268
P02999,Respond Edition,Electronics,2116.72,80
P03000,Base Pro,Apparel,3657.3,258
P03001,Kid Edition,Beauty,4449.24,66
P03002,Trip Edition,Electronics,4535.74,186
P03003,Matter Pro,Grocery,1840.37,298
P03004,Along Max,Apparel,4478.44,25
P03005,Year Pro,Electronics,2777.97,171
P03006,Land Edition,Sports,1502.25,334
P03007,Foreign Lite,Automotive,1374.6,12
P03008,Best Pro,Home & Kitchen,870.2,458
P03009,Role Pro,Electronics,3798.05,237
P03010,Leave Plus,Apparel,4808.99,327
P03011,Long Pro,Books,1595.41,285
P03012,Dream Max,Books,4727.54,251
P03013,Cost Pro,Electronics,3328.84,287
P03014,How Plus,Books,3094.3,260
P03015,Money Edition,Electronics,2571.56,166
P03016,Third Lite,Apparel,4440.05,297
P03017,Agreement Edition,Books,4538.23,489
P03018,Goal Plus,Automotive,2398.66,236
P03019,Surface Lite,Electronics,203.82,121
P03020,During Plus,Grocery,1106.88,186
P03021,Bar Plus,Apparel,2184.3,14
P03022,Skill Plus,Electronics,4583.57,274
P03023,Someone Plus,Grocery,1011.96,366
P03024,Congress Pro,Sports,2829.01,200
P03025,Return Pro,Grocery,662.77,453
P03026,Analysis Edition,Beauty,3398.7,138
P03027,Camera Pro,Apparel,2571.5,139
P03028,Matter Lite,Beauty,2752.88,84
P03029,Outside Pro,Home & Kitchen,2914.5,396
P03030,Available Plus,Grocery,753.74,191
P03031,Laugh Plus,Beauty,3586.06,259
P03032,Page Edition,Beauty,1384.85,241
P03033,Whatever Max,Grocery,3622.63,134
P03034,Subject Max,Sports,2845.73,108
P03035,Charge Plus,Grocery,3248.97,461
P03036,Foreign Lite,Electronics,1491.55,328
P03037,Baby Pro,Sports,2654.63,123
P03038,Use Plus,Automotive,716.47,496
P03039,Technology Pro,Sports,3651.23,249
P03040,Pressure Pro,Grocery,1019.38,324
P03041,Five Plus,Apparel,4861.85,210
P03042,Expert Lite,Home & Kitchen,3568.67,307
P03043,Science Plus,Grocery,1425.19,282
P03044,Only Max,Grocery,3451.31,340
P03045,Here Lite,Electronics,134.21,318
P03046,Evening Pro,Beauty,767.26,473
P03047,Ask Plus,Books,3567.77,462
P03048,Account Plus,Automotive,3250.84,168
P03049,Church Lite,Automotive,431.2,308
P03050,Occur Lite,Beauty,294.5,175
P03051,Score Pro,Electronics,1744.28,330
P03052,Develop Plus,Electronics,546.68,434
P03053,Car Pro,Apparel,3513.03,375
P03054,Poor Pro,Apparel,4975.57,494
P03055,Cultural Lite,Sports,1359.04,176
P03056,Mouth Plus,Grocery,2893.37,406
P03057,Father Edition,Sports,888.96,289
P03058,Between Max,Beauty,4576.06,26
P03059,Article Edition,Automotive,1522.19,144
