line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
1369,T001545,P00142,PR041,5,2369
1370,T001594,P02740,PR035,5,1039.03
1371,T003895,P02086,PR003,7,1763.54
1372,T003517,P02130,PR012,1,257.89
1373,T000909,P02789,PR048,2,257.41
1374,T001287,P02952,PR045,6,2762.9
1375,T003031,P00344,PR037,2,54.99
1376,T003156,P00761,PR005,10,3670.69
1377,T001498,P02013,PR036,2,65.77
1378,T003335,P00360,PR045,2,718.25
1379,T003099,P01591,PR038,8,2420.41
1380,T002331,P02002,PR045,10,4865.36
1381,T000671,P00686,PR020,7,1248.28
1382,T003754,P02133,PR019,10,4734.8
1383,T000357,P00529,,5,1205.7
1384,T000342,P02044,PR024,5,1730.87
1385,T003417,P00640,PR030,2,504.13
1386,T000403,P02336,PR006,10,4536.46
1387,T004576,P02974,PR044,10,2073.42
1388,T004315,P02233,,7,1695.52
1389,T000795,P00923,PR003,5,1700.08
1390,T004908,P02903,PR011,3,1145.1
1391,T001810,P00725,PR040,1,49.87
1392,T001687,P00585,PR038,9,3156.52
1393,T003941,P02628,PR032,8,1219.04
1394,T001131,P02298,PR022,5,51.24
1395,T001724,P00470,PR036,10,2013.07
1396,T001510,P02072,PR006,5,1367.18
1397,T001184,P02113,PR041,7,1770.16
1398,T004352,P01622,PR044,4,1130.6
1399,T004568,P01239,PR012,6,697.11
1400,T004296,P00588,PR034,2,710.86
1401,T000399,P00258,PR031,9,554.06
1402,T000271,P02001,PR011,3,341.47
1403,T003700,P01331,PR011,1,321.91
1404,T002889,P01805,,9,2510.54
1405,T000731,P01723,PR014,8,3705.67
1406,T001490,P00648,PR028,2,446.41
1407,T000891,P02170,PR003,3,990.97
1408,T004290,P01546,PR022,3,545.02
1409,T000102,P00181,PR043,10,1544.11
1410,T001720,P02234,PR018,8,102.41
1411,T004402,P00665,PR033,5,904.1
1412,T004615,P01584,PR039,3,633.11
1413,T003411,P02697,PR006,2,343.71
1414,T000885,P02427,PR036,10,1270.5
1415,T000081,P00020,PR012,7,2866.71
1416,T004585,P00818,PR001,6,1615.93
1417,T003371,P01605,PR039,8,149.48
1418,T000746,P02327,PR022,9,1562.25
1419,T000043,P00143,PR036,1,196.43
1420,T003549,P01422,PR036,2,162.24
1421,T001630,P02891,PR018,7,3101.2
1422,T003101,P00537,PR022,7,375.98
1423,T004804,P01215,PR022,2,125.2
1424,T001924,P00298,PR048,4,842.34
1425,T001803,P02260,PR041,3,286.04
1426,T003903,P01705,PR031,2,553.84
1427,T003349,P02166,PR023,4,1547.88
1428,T004780,P00857,PR002,9,2631.13
1429,T004083,P00604,PR026,9,1060
1430,T004687,P02744,PR049,4,1676.24
1431,T002173,P02922,PR007,2,979.89
1432,T001118,P01538,PR041,10,1670.02
1433,T004978,P01277,PR040,4,48.27
1434,T003019,P01285,PR007,2,495.73
1435,T002487,P02099,PR018,8,1695.18
1436,T004687,P01262,PR036,4,1628.06
1437,T003503,P02954,PR033,8,1382.76
1438,T003875,P01575,PR012,8,3992.9
1439,T001640,P02051,PR028,4,1290.88
1440,T002245,P02818,,2,677.73
1441,T004318,P02807,PR032,6,1846.29
1442,T003071,P01130,PR022,7,803.66
1443,T000668,P02082,PR018,10,1844.81
1444,T004347,P02365,PR001,6,799.83
1445,T001833,P02243,PR024,4,1074.91
1446,T002077,P01414,PR045,5,1996.54
1447,T002066,P02815,PR001,6,665.58
1448,T000906,P01816,PR007,1,177.37
1449,T001233,P00068,,8,1198.28
1450,T004582,P00894,PR001,9,3718.27
1451,T002902,P00768,PR035,4,388.22
1452,T004345,P01159,,6,526.95
1453,T003539,P00634,PR007,8,2060.65
1454,T004220,P01018,PR028,3,1432.04
1455,T000736,P02087,,6,2072.95
1456,T002762,P01574,,6,193.37
1457,T003462,P02331,PR042,4,1978.98
1458,T001916,P01374,,9,2965.09
1459,T002419,P01886,,2,738.04
1460,T003983,P01611,PR006,7,2601.71
1461,T003801,P01934,PR044,5,1803.14
1462,T004790,P00901,PR045,4,1159.15
1463,T003117,P02197,PR018,5,807.39
1464,T001436,P01856,PR023,3,1073.89
1465,T004417,P01783,PR029,8,1352.31
1466,T001942,P01338,PR047,7,487.22
1467,T000663,P02787,PR044,8,2375.8
1468,T002789,P00627,PR025,2,491.03
1469,T003810,P01087,PR027,9,2463
1470,T000748,P01857,PR015,5,224.97
1471,T003200,P01691,PR036,5,378.12
1472,T003362,P00131,PR028,7,1950.79
1473,T002760,P01429,PR018,5,693.32
1474,T000855,P02650,PR037,5,888.06
1475,T003677,P00749,,8,3014.38
1476,T001056,P01043,PR010,1,149.58
1477,T000267,P00510,PR046,3,1014.39
1478,T001813,P00924,,1,438.18
1479,T001764,P01228,,6,2203.4
1480,T003788,P02378,,10,2980.99
1481,T001550,P02306,,1,388.68
1482,T005000,P02679,PR023,7,2628.21
1483,T004357,P01675,PR028,4,1357.87
1484,T001402,P01856,,8,832.52
1485,T003141,P02357,PR031,1,465.56
1486,T000875,P02987,PR003,4,1904.45
1487,T001474,P01461,PR027,7,3365.88
1488,T001933,P00225,PR019,8,3420.14
1489,T002157,P02390,PR050,7,1471.31
1490,T003404,P01011,PR033,1,361.91
1491,T003321,P02990,PR039,7,3307.44
1492,T004212,P02059,PR036,2,224.06
1493,T003665,P00270,PR046,10,372.41
1494,T000955,P01660,PR015,4,1362.86
1495,T000859,P00823,PR045,8,3224.27
1496,T003712,P00973,PR007,8,3138.66
1497,T002899,P01923,PR005,4,109.63
1498,T003517,P02111,PR019,9,3130.63
1499,T002126,P01164,PR037,9,3971.41
1500,T001554,P02250,PR030,6,772.02
1501,T002019,P01288,PR040,7,3367.2
1502,T003986,P01304,PR043,7,2226.63
1503,T001083,P00715,PR049,3,1077.86
1504,T000072,P00009,,2,499.28
1505,T004768,P02812,PR042,2,390.2
1506,T000631,P02966,PR021,4,1318.35
1507,T004876,P01712,PR050,6,150.62
1508,T004323,P00745,PR007,3,761.44
1509,T002526,P01953,PR046,1,266.82
1510,T003462,P01220,,4,1353.81
1511,T002825,P02752,PR045,5,1517.05
1512,T004861,P02591,,1,457.04
1513,T002379,P00465,PR031,10,1910.43
1514,T001278,P00843,PR011,10,4372.08
1515,T003123,P00300,PR034,10,1529.04
1516,T004298,P01119,PR048,8,931.07
1517,T002031,P00568,PR041,3,1346.43
1518,T000121,P02888,PR050,2,368.74
1519,T001267,P01999,PR007,2,875.7
1520,T002596,P02671,,8,2663
1521,T004741,P02595,PR047,2,885.81
1522,T004730,P00496,PR007,8,3042.94
1523,T003709,P00815,PR009,2,904.97
1524,T003542,P01905,PR018,3,1346.48
1525,T001175,P00023,PR046,10,2280.68
1526,T002237,P02692,PR002,8,430.96
1527,T003302,P01592,PR003,4,446.32
1528,T001558,P00075,PR016,9,1494.17
1529,T004769,P02613,PR039,3,65.66
1530,T003441,P01579,,8,2625.85
1531,T002458,P00246,PR043,2,704.68
1532,T003743,P00597,PR018,10,2452.53
1533,T001037,P02387,PR038,8,2022.06
1534,T000644,P00480,PR037,7,532.84
1535,T001775,P01831,PR009,2,801.24
1536,T000746,P00153,PR012,6,247.87
1537,T002578,P01998,PR031,2,674.04
1538,T001360,P01738,PR046,4,1626.73
1539,T001139,P02126,PR044,4,701.84
1540,T001034,P02323,PR007,2,432.79
1541,T002196,P02967,PR040,5,1676.55
1542,T002218,P01584,PR032,2,979.6
1543,T004515,P01124,,7,1455.66
1544,T002898,P01720,,10,4605.03
1545,T003283,P01907,PR044,4,1055.42
1546,T004039,P02507,PR006,2,917.03
1547,T001896,P01274,PR008,7,1560.84
1548,T003304,P00545,PR044,5,745.38
1549,T000152,P01993,PR034,9,2002.84
1550,T003434,P00199,PR019,10,4860.68
1551,T004084,P02590,PR024,8,2091.9
1552,T004342,P01552,PR046,4,1937.04
1553,T003822,P00401,PR031,10,1611.48
1554,T002394,P00824,,7,1889.62
1555,T004044,P02333,,6,2399.37
1556,T004211,P00545,PR017,9,675.08
1557,T004833,P00807,PR020,5,1750.13
1558,T004412,P02365,PR029,2,924.94
1559,T000605,P02904,PR010,10,4159.45
1560,T003052,P00185,PR027,6,259.87
1561,T003024,P00304,PR041,7,2991.61
1562,T001603,P02342,PR022,6,1113.69
1563,T001893,P02275,PR039,6,1972.05
1564,T004399,P00666,PR037,6,1720.4
1565,T002498,P00898,PR034,9,3169.26
1566,T003712,P02299,PR027,4,731.77
1567,T001322,P00889,PR013,4,1311.1
1568,T004872,P01329,,3,879.55
1569,T000153,P01025,PR040,2,502.9
1570,T001093,P01596,PR013,7,2916.7
1571,T002775,P00562,PR019,5,741.35
1572,T000941,P02549,PR022,10,3275.12
1573,T004848,P00132,,4,1692.7
1574,T004705,P02014,PR014,5,226.13
1575,T004743,P02738,PR041,7,1930.79
1576,T003795,P01370,,1,192.63
1577,T003473,P01223,PR013,10,4079.21
1578,T003923,P01241,PR012,2,396.44
1579,T004208,P01463,PR005,6,2126.96
1580,T004652,P02945,,10,2707.62
1581,T004791,P01404,PR039,10,1271.55
1582,T000006,P01588,,1,330.13
1583,T000188,P02473,PR012,1,114.58
1584,T000535,P00812,PR008,9,2603.61
1585,T000980,P02103,PR028,6,2248.25
1586,T001970,P00882,PR042,4,1586.55
1587,T004896,P01000,PR016,3,480.94
1588,T000204,P01948,PR018,4,1654.49
1589,T000703,P01795,PR036,4,1059.11
1590,T004122,P02300,PR032,3,274.29
1591,T002174,P01094,PR008,10,692.19
1592,T000308,P02869,PR048,9,3867.36
1593,T003159,P01234,PR011,6,1907.38
1594,T001416,P00907,PR048,7,2192.1
1595,T002229,P00706,PR034,4,1875.04
1596,T004462,P02395,PR033,1,272.99
1597,T003837,P01451,PR015,5,1185.01
1598,T004524,P02019,PR018,7,217.24
1599,T001966,P00232,PR028,4,727.42
1600,T001946,P02763,PR046,2,245.56
1601,T004695,P02173,PR018,6,1110.23
1602,T001455,P00984,PR020,1,94.38
1603,T004735,P01498,PR042,3,1269.38
1604,T002793,P00869,,8,2781.17
1605,T003458,P02643,,10,983.23
1606,T004489,P00133,,6,2813.69
1607,T000595,P02862,PR050,9,2078.62
1608,T000915,P01406,PR005,8,1396.29
1609,T003923,P01352,PR017,10,3662.76
1610,T001322,P01121,PR018,4,221.18
1611,T004559,P00393,PR035,4,58.76
1612,T000992,P01490,PR001,6,1341.74
1613,T001163,P00930,PR020,6,2522.6
1614,T001985,P02848,PR036,1,57.49
1615,T003614,P01375,PR045,9,3791.3
1616,T000836,P01437,PR026,4,1151.25
1617,T004380,P02676,PR050,4,1564.1
1618,T001193,P02583,,10,1348.46
1619,T000281,P02419,PR038,4,1288.43
1620,T002191,P00175,PR021,1,134.05
1621,T002182,P00747,PR009,2,204.83
1622,T001977,P01910,PR039,3,325.27
1623,T004884,P00578,PR036,2,294.02
1624,T000823,P01867,,6,676.61
1625,T004330,P01836,PR044,7,2944.1
1626,T002763,P00903,,7,2973.4
1627,T001659,P00019,,9,3903.62
1628,T000770,P00637,,1,245.81
1629,T004432,P02937,PR006,6,2057.24
1630,T001654,P01857,PR033,8,709.39
1631,T003638,P00587,,8,2544.16
1632,T002437,P01163,PR032,4,178.42
1633,T003470,P01780,,6,663.93
1634,T004589,P00739,PR009,6,1757.98
1635,T001449,P02423,PR048,2,456.74
1636,T000926,P00137,PR001,8,2428.16
1637,T003782,P02895,PR025,3,368.4
1638,T002177,P02430,PR044,6,1984.5
1639,T002746,P00063,PR043,9,3674.82
1640,T004033,P02803,,5,1931.97
1641,T004542,P02387,PR033,3,73.77
1642,T001194,P01912,PR015,2,782.21
1643,T004693,P00041,,7,1051.77
1644,T001041,P00734,PR004,2,805
1645,T003215,P01799,PR049,2,523.59
1646,T002175,P02277,PR040,10,1035.83
1647,T001892,P01835,PR018,4,1348.02
1648,T001759,P01840,PR002,7,3113.03
1649,T002814,P00576,PR020,9,1368.52
1650,T002327,P02909,PR008,1,54.36
1651,T004288,P01934,PR033,10,3485.71
1652,T003260,P01242,,6,1909.56
1653,T002482,P01572,PR025,8,3722.36
1654,T001841,P01790,PR017,9,813.5
1655,T000216,P00005,PR011,9,3024.92
1656,T004650,P02778,PR034,1,185.49
1657,T000203,P01825,,7,1493.96
1658,T002681,P00921,PR041,1,297.2
1659,T004847,P02071,,7,418.24
1660,T004454,P02209,PR032,6,913.09
1661,T000544,P00740,PR039,2,810.51
1662,T004062,P02557,,9,739.01
1663,T001071,P01832,PR005,2,803.87
1664,T003044,P02460,PR001,4,715.98
1665,T003385,P02772,PR019,5,440.52
1666,T004722,P01630,,2,361.1
1667,T002993,P00993,PR032,1,462.44
1668,T004948,P00779,PR001,10,1297.54
1669,T000691,P01571,PR034,7,1867.82
1670,T003615,P02227,PR024,2,138.44
1671,T002741,P00388,PR026,7,1269.63
1672,T001322,P00995,PR020,6,2891.01
1673,T000778,P02300,PR019,5,1893.59
1674,T002939,P00947,PR042,10,3994.97
1675,T001525,P01288,PR031,2,558.96
1676,T004915,P00152,PR046,5,2318.88
1677,T001358,P01726,PR037,5,2025.39
1678,T000803,P00116,PR007,4,1213.73
1679,T000643,P01381,PR037,3,1067.03
1680,T000775,P01638,PR049,10,4495.49
1681,T002085,P01976,PR026,4,610.92
1682,T004027,P00952,PR047,2,682.99
1683,T003143,P01156,PR043,1,373.69
1684,T002626,P01419,PR027,3,1047.17
1685,T002312,P02697,,3,188.47
1686,T000718,P00551,PR017,2,495.31
1687,T002782,P00569,PR007,6,1713.38
1688,T002828,P00092,PR020,4,1336.07
1689,T001725,P01822,PR039,4,1855.62
1690,T002481,P02707,PR005,8,2745.09
1691,T003925,P00116,PR001,9,878.53
1692,T004598,P02382,PR006,7,1656.62
1693,T000738,P01223,PR002,3,47.38
1694,T003290,P00013,PR005,3,935.68
1695,T002609,P02551,PR043,6,2666.21
1696,T004263,P00227,PR022,1,84.66
1697,T004687,P01098,PR039,9,1034.39
1698,T002081,P02966,PR016,2,122.6
1699,T001487,P01874,PR019,6,1612.21
1700,T004646,P00541,PR009,4,353.61
1701,T004067,P01246,PR045,5,1146.64
1702,T000675,P01741,,1,91.75
1703,T004241,P02323,PR047,9,572.3
1704,T002460,P00735,PR008,9,3927.36
1705,T001976,P01868,PR010,1,254.36
1706,T002360,P01041,PR045,7,998.86
1707,T000829,P01017,PR019,10,2516.29
1708,T003199,P02840,PR013,2,684.73
1709,T001980,P01055,PR045,4,1978.49
1710,T002679,P01333,PR031,2,378.35
1711,T002801,P00834,PR044,6,633.03
1712,T003739,P00256,PR042,10,682.02
1713,T001746,P00133,PR020,2,859.45
1714,T004454,P01424,PR033,4,1278.84
1715,T002488,P01520,PR014,4,779.74
1716,T001644,P02640,PR045,7,2964.17
1717,T003914,P00743,PR009,3,719.67
1718,T000417,P02504,PR003,10,1132.22
1719,T002823,P02090,,1,217.93
1720,T003719,P01694,PR006,5,2408.82
1721,T004462,P00452,PR007,4,281.78
1722,T004803,P01569,PR033,3,292.42
1723,T004647,P00663,PR025,4,1422.8
1724,T003081,P00852,PR035,7,1353.18
1725,T004605,P01015,PR004,4,1287.24
1726,T004444,P01987,PR043,4,1662.68
1727,T002327,P02189,PR044,10,624.75
1728,T004151,P01523,PR046,5,2141.08
1729,T000074,P02728,PR010,8,2882.03
1730,T001360,P00180,PR049,6,1195.93
1731,T003096,P00019,PR015,2,232.27
1732,T000448,P01654,PR003,9,4340.11
1733,T001321,P01160,PR045,3,1405.36
1734,T004273,P00348,PR002,9,994.29
1735,T004590,P01881,PR048,1,268.14
1736,T004097,P02561,PR004,8,2142.05
1737,T000641,P00103,,9,549.98
1738,T004915,P01200,PR045,2,108.24
1739,T000896,P00491,PR027,3,470.26
1740,T001226,P02591,PR021,6,2561.55
1741,T000404,P01470,PR030,8,3584.22
1742,T002885,P02868,PR011,9,3282.02
1743,T000783,P01775,PR045,2,418.21
1744,T002875,P02821,PR047,5,431.64
1745,T001332,P01646,PR010,4,512.06
1746,T001967,P01078,PR036,5,1917.45
1747,T004103,P02831,PR040,3,39.69
1748,T001237,P00997,,10,4033.87
1749,T003299,P02945,,2,612.55
1750,T002993,P00080,PR049,1,174.88
1751,T004445,P01137,PR043,9,2237.4
1752,T002812,P00483,PR019,8,3231.39
1753,T004747,P01254,PR019,6,291.08
1754,T002800,P02075,PR048,6,1138.49
1755,T002640,P01738,PR021,7,1220.43
1756,T003797,P02447,PR022,1,424.75
1757,T002723,P01999,PR035,8,2982.02
1758,T002671,P01013,,10,4308.69
1759,T003161,P02590,PR001,10,4989.44
1760,T004134,P00271,,9,2074.35
1761,T001438,P01295,PR009,5,2130.01
1762,T004906,P02774,PR007,6,2648.54
1763,T004536,P02834,,4,970.35
1764,T003089,P02508,PR038,1,313.69
1765,T000827,P01573,PR043,6,1393
1766,T003640,P02310,PR017,5,1992.24
1767,T002158,P01907,PR002,5,1107.5
1768,T004816,P02968,PR045,6,1685.76
1769,T000446,P01261,PR031,8,1723.55
1770,T000437,P00837,PR012,6,2440.95
1771,T004942,P00492,PR016,9,3876.07
1772,T004262,P02087,PR026,10,140.81
1773,T003282,P01167,,9,1729.37
1774,T003743,P00455,PR028,4,1720.85
1775,T003514,P00592,PR050,6,1639.74
1776,T004275,P02680,PR022,4,145.34
1777,T000143,P01691,PR050,4,1555.88
1778,T000965,P02832,PR045,1,273.04
1779,T001083,P01431,PR010,10,4595.02
1780,T004844,P00401,,10,4627.67
1781,T004830,P00352,PR042,6,1671.04
1782,T000200,P01185,PR004,8,2636.42
1783,T003173,P02175,PR039,2,271.24
1784,T004112,P00917,,1,361.18
1785,T003031,P02711,PR030,9,2764.62
1786,T003469,P01594,PR001,3,1011.4
1787,T004311,P00192,PR013,8,1644.06
1788,T000632,P00674,PR046,4,189.02
1789,T003929,P02280,,8,3120.74
1790,T001632,P00443,PR008,6,2135.3
1791,T004148,P02493,PR005,7,1353.39
1792,T000198,P00342,PR033,6,2191.19
1793,T003542,P01389,PR048,7,3354.83
1794,T002793,P02970,PR038,3,953.5
1795,T002300,P01233,PR046,3,260.68
1796,T003402,P01750,PR019,1,178.58
1797,T002149,P02766,PR028,6,1755.22
1798,T002920,P00020,,4,1480.28
1799,T003992,P02126,PR006,4,1076.71
1800,T001393,P00557,PR009,8,3374.36
1801,T002773,P00599,PR030,5,59.68
1802,T001844,P02408,PR003,4,1165.29
1803,T004104,P02111,PR006,10,3441.54
1804,T000815,P00593,PR031,8,2672.7
1805,T003769,P00960,PR048,2,82.35
1806,T001567,P00067,,7,2535.48
1807,T000497,P02194,PR027,10,3005.43
1808,T001971,P02148,PR015,3,593.15
1809,T004641,P00143,PR028,6,854.46
1810,T000852,P01061,PR022,3,311.3
1811,T000414,P02518,PR041,5,1124.26
1812,T003403,P00819,PR002,6,133.87
1813,T003321,P01909,PR014,10,150.39
1814,T002606,P00117,PR018,3,545.74
1815,T001944,P01032,PR008,9,283.4
1816,T001114,P02988,PR017,5,986.4
1817,T003430,P00054,PR032,7,159.49
1818,T004583,P00162,PR005,1,36.37
1819,T002736,P00566,PR035,7,269.06
1820,T004309,P00644,PR049,1,374.29
1821,T002581,P02362,PR042,6,1169.43
1822,T002976,P01086,PR049,1,71.99
1823,T000097,P02905,PR025,6,1606.4
1824,T002995,P02715,PR022,9,935.16
1825,T000057,P01508,PR023,4,1143.43
1826,T003262,P02333,PR001,7,3436.55
1827,T000289,P00500,PR001,9,3319.27
1828,T002929,P01965,PR032,10,601.17
1829,T003545,P00620,PR047,6,220.63
1830,T004295,P02157,PR012,2,734.66
1831,T001107,P00582,PR001,10,2545.71
1832,T001860,P02022,PR016,4,411.9
1833,T000388,P00802,PR023,1,40.6
1834,T004675,P02366,PR050,9,774.11
1835,T001570,P01701,PR047,9,3227.59
1836,T001884,P01722,PR013,7,2929.57
1837,T004912,P00704,PR005,7,1639.79
1838,T001482,P01892,PR012,3,1114.76
1839,T000079,P02403,PR041,6,1109.99
1840,T001350,P02712,PR041,8,1875.43
1841,T001248,P01141,PR033,7,2619.55
1842,T003809,P01174,,10,3296.91
1843,T003954,P01470,PR020,3,327.88
1844,T002893,P01939,PR034,8,2353.81
1845,T004841,P01858,,4,1681.93
1846,T003624,P00938,PR006,7,2342.63
1847,T003074,P02827,PR047,1,39.64
1848,T002420,P00495,,7,3247.83
1849,T003269,P00176,PR049,9,2422.01
1850,T002489,P00773,PR037,10,934.48
1851,T001319,P02336,,2,379.24
1852,T002380,P01481,PR023,2,281.08
1853,T001885,P02768,PR036,8,1728.47
1854,T002291,P01218,PR035,3,114.75
1855,T003205,P02383,PR005,1,271.31
1856,T003818,P00446,,2,164.73
1857,T000331,P01579,PR003,4,1394.64
1858,T004108,P00378,PR027,2,578.76
1859,T003861,P02292,PR017,10,4375.17
1860,T000487,P00018,PR021,6,565.05
1861,T004696,P02400,PR040,5,1566.71
1862,T004561,P02501,PR018,8,2328.9
1863,T000514,P02840,PR048,5,936.24
1864,T001661,P01265,,10,2326.92
1865,T002322,P00169,,5,1885.74
1866,T003974,P00263,PR015,2,944.93
1867,T003000,P02348,PR044,5,2292.69
1868,T000177,P02608,PR026,4,76.63
1869,T001518,P01962,PR043,7,1498.56
1870,T002537,P02129,PR011,10,4542.18
1871,T003700,P02270,,5,1381.15
1872,T002519,P01843,PR015,9,1645.74
1873,T004523,P00988,PR028,7,3047.3
1874,T002225,P02304,PR023,9,2669.63
1875,T002871,P02296,PR007,5,520.74
1876,T003423,P00034,,5,1890.23
1877,T000948,P00144,,7,2192.18
1878,T003131,P02367,PR002,9,2844.83
1879,T001335,P02350,PR035,2,76.5
1880,T000926,P02473,PR003,10,436.58
1881,T003712,P02761,,10,4070.68
1882,T003226,P01300,PR044,9,4193.47
1883,T002879,P02813,PR034,3,561
1884,T002459,P00524,,7,3252.52
1885,T003570,P00675,PR001,7,1571.44
1886,T003038,P00263,,5,396.31
1887,T002365,P01851,PR023,9,966.16
1888,T000097,P00392,PR030,9,1658.72
1889,T004002,P02387,PR014,3,655.64
1890,T003789,P00253,PR046,8,3096.53
1891,T001202,P00310,PR040,6,2012.97
1892,T004192,P01902,PR040,9,349.69
1893,T001376,P00259,PR015,1,42.5
1894,T003332,P02435,PR016,5,2399.14
1895,T002019,P00698,PR027,4,859.86
1896,T001000,P00523,PR018,5,1028.83
1897,T000928,P01877,PR001,4,799.93
1898,T004192,P02317,PR018,4,714.97
1899,T004466,P00320,PR026,1,328.31
1900,T001819,P02239,,4,1486.14
1901,T002977,P02859,PR010,4,368.93
1902,T000961,P00834,PR048,3,283.36
1903,T003070,P01569,PR015,4,1771.12
1904,T004886,P00208,PR042,6,1513.92
1905,T000966,P02245,PR029,1,261.74
1906,T001959,P01236,PR037,2,308.4
1907,T003302,P00951,,1,127.5
1908,T002352,P00405,PR005,10,3959.44
1909,T003111,P00593,PR012,5,465.84
1910,T000473,P01216,PR035,5,1160.74
1911,T004056,P01521,PR035,10,1697.74
1912,T001431,P02546,PR001,3,1331.82
1913,T003032,P02675,PR037,9,3853.76
1914,T002596,P01502,PR034,9,3042.34
1915,T002385,P01218,PR024,3,722.55
1916,T001622,P01815,PR033,5,1495.24
1917,T004161,P02966,PR008,4,867
1918,T002162,P01533,PR009,1,34.9
1919,T003703,P00216,,4,471.85
1920,T004343,P01428,PR032,3,772.21
1921,T002646,P00224,PR032,9,3421.39
1922,T004158,P01249,PR026,9,146.04
1923,T001740,P01047,PR016,6,1641.46
1924,T003167,P01023,PR039,9,1967.55
1925,T004993,P01518,PR005,6,1190.65
1926,T004917,P02726,PR048,5,236.56
1927,T003837,P00698,,10,3611.1
1928,T003699,P00673,PR037,6,341.99
1929,T002320,P00712,,3,274.96
1930,T003644,P02317,PR040,1,430.16
1931,T002977,P02627,PR017,2,129.26
1932,T000299,P02024,PR025,6,630.53
1933,T000102,P00454,PR025,5,1856.78
1934,T000358,P00656,PR022,9,3582.86
1935,T004408,P00137,PR020,2,269.58
1936,T003246,P02690,PR018,4,133.08
1937,T003822,P02597,PR038,1,131.8
1938,T000969,P00673,PR043,8,3823.45
1939,T001424,P01791,,8,1284.64
1940,T002072,P01136,PR038,2,933.55
1941,T002392,P00850,PR050,1,306.69
1942,T002162,P01812,,1,55.32
1943,T003729,P01148,PR010,6,111.67
1944,T004255,P02225,PR039,10,3036.53
1945,T002651,P02207,PR029,3,1269.85
1946,T001235,P02112,PR050,2,94.82
1947,T001631,P00025,PR049,9,1079.25
1948,T001475,P00028,PR034,3,1093.08
1949,T004693,P01381,PR018,5,2055.09
1950,T001318,P02557,PR012,2,726.47
1951,T003895,P01022,PR008,9,2267.79
1952,T004997,P00471,PR035,3,57.89
1953,T003744,P00041,PR002,3,574.83
1954,T000129,P01185,PR033,1,276.32
1955,T000892,P00972,PR005,9,2130.64
1956,T001052,P00334,PR043,2,973.69
1957,T002352,P02901,PR046,2,685.71
1958,T001630,P01938,PR003,9,919.22
1959,T001869,P00921,PR016,1,53.55
1960,T004077,P02561,PR023,8,1306.46
1961,T000038,P00835,PR020,5,207.15
1962,T000749,P02762,PR028,8,2971.7
1963,T000426,P00804,PR036,10,1470.15
1964,T004089,P00142,PR028,3,639.05
1965,T000402,P00124,,10,4194.38
1966,T002740,P00135,PR034,7,437.48
1967,T002582,P01222,PR041,2,91.69
1968,T000371,P00733,PR023,9,627.52
1969,T003793,P01473,PR050,10,4961.3
1970,T003158,P01770,PR017,1,227.71
1971,T003013,P01123,PR030,5,303.79
1972,T004062,P02467,PR033,2,733.76
1973,T003368,P02177,PR022,10,4942.44
1974,T004023,P01218,PR005,9,3216.75
1975,T004947,P02163,PR010,8,315.93
1976,T004112,P02270,PR043,8,1394.88
1977,T002922,P00247,,7,2941.39
1978,T002545,P02733,PR032,7,617.76
1979,T001082,P01635,PR035,6,1046.84
1980,T000642,P02380,PR024,8,3272.13
1981,T003979,P02816,PR049,2,829.83
1982,T004764,P01810,PR040,8,3310.63
1983,T000991,P02725,PR022,5,1431.63
1984,T001256,P02174,PR041,4,140.03
1985,T004412,P02583,PR002,7,2727.71
1986,T003852,P00974,PR027,5,2080.25
1987,T001753,P00744,PR044,7,529.22
1988,T004080,P00435,PR022,10,1991.2
1989,T000997,P01370,PR049,8,1251.39
1990,T003352,P00962,,1,63.78
1991,T002702,P00553,PR016,10,4447.59
1992,T002988,P02714,PR020,8,3396.8
1993,T004022,P01206,PR042,5,830.79
1994,T003959,P00053,PR029,8,329.37
1995,T000432,P01029,PR034,1,98.65
1996,T004257,P00300,PR009,6,551.79
1997,T000565,P00161,PR044,8,2103.09
1998,T000933,P01303,PR020,1,385.64
1999,T003857,P02685,PR023,2,44.1
2000,T003764,P00012,,9,3678.01
2001,T003641,P00041,PR047,3,423.85
2002,T004186,P01027,PR041,4,785.96
2003,T002200,P01354,PR005,9,2195.42
2004,T002773,P00353,PR010,9,2531.31
2005,T004246,P02805,PR029,1,63.3
2006,T003223,P01475,PR039,7,3067.87
2007,T000175,P01472,PR048,2,116.19
2008,T002107,P01542,PR027,7,694.34
2009,T003729,P00289,PR032,9,1737.72
2010,T000370,P00129,PR020,10,789.5
2011,T004020,P01465,,6,224.59
2012,T001852,P01312,PR003,10,4612.02
2013,T002559,P02058,,6,816.31
2014,T000099,P02293,PR017,5,2465.53
2015,T000230,P02253,PR022,9,4482.94
2016,T003357,P01925,,8,3073.92
2017,T003300,P00157,PR006,1,208.64
2018,T000800,P00768,PR043,4,1974.04
2019,T000978,P01247,PR039,5,274.2
2020,T001316,P02656,PR003,9,4115.11
2021,T004155,P01634,PR038,1,483.47
2022,T004745,P00865,PR029,9,2741.76
2023,T000298,P02823,PR019,3,1093.45
2024,T000446,P02296,PR050,1,464.76
2025,T000871,P02421,PR034,1,259.19
2026,T000718,P01743,PR004,1,154.03
2027,T001650,P02411,PR047,10,2884.61
2028,T002549,P01560,,5,1806.58
2029,T004141,P01283,,6,1314.85
